{'epoch': 0, 'iteration': 0, 'loss': '2.81128', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 1, 'loss': '19.89014', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 2, 'loss': '3.72624', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 3, 'loss': '6.55796', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 4, 'loss': '1.83293', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 5, 'loss': '1.40381', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 6, 'loss': '2.15215', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 7, 'loss': '2.20095', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 8, 'loss': '2.05734', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 9, 'loss': '2.08989', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 10, 'loss': '1.63030', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 11, 'loss': '2.22009', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 12, 'loss': '2.07494', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 13, 'loss': '2.31629', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 14, 'loss': '2.16117', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 15, 'loss': '2.86185', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 16, 'loss': '2.37678', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 17, 'loss': '1.97910', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 18, 'loss': '1.97120', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 19, 'loss': '2.16239', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 20, 'loss': '2.12731', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 21, 'loss': '2.17013', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 22, 'loss': '2.21191', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 23, 'loss': '1.83065', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 24, 'loss': '2.31498', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 25, 'loss': '2.32635', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 26, 'loss': '2.50322', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 27, 'loss': '1.72848', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 28, 'loss': '2.60229', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 29, 'loss': '2.01515', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 30, 'loss': '1.94184', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 31, 'loss': '2.04243', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 32, 'loss': '1.96033', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 33, 'loss': '1.87752', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 34, 'loss': '2.20320', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 35, 'loss': '2.01284', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 36, 'loss': '2.01407', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 37, 'loss': '1.97404', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 38, 'loss': '1.63193', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 39, 'loss': '1.93195', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 40, 'loss': '2.04723', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 41, 'loss': '2.19697', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 42, 'loss': '1.77951', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 43, 'loss': '1.98035', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 44, 'loss': '1.51990', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 45, 'loss': '1.20461', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 46, 'loss': '2.06908', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 47, 'loss': '2.27101', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 48, 'loss': '2.29408', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 49, 'loss': '2.44381', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 50, 'loss': '1.80292', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 51, 'loss': '2.14825', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 52, 'loss': '1.77402', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 53, 'loss': '2.07578', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 54, 'loss': '1.84574', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 55, 'loss': '2.13461', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 56, 'loss': '2.12060', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 57, 'loss': '2.01000', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 58, 'loss': '1.75823', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 59, 'loss': '1.75075', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 60, 'loss': '2.13870', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 61, 'loss': '1.98205', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 62, 'loss': '1.92697', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 63, 'loss': '1.71196', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 64, 'loss': '1.84697', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 65, 'loss': '1.89230', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 66, 'loss': '2.04042', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 67, 'loss': '2.23751', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 68, 'loss': '1.94794', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 69, 'loss': '2.28296', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 70, 'loss': '2.14829', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 71, 'loss': '1.73418', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 72, 'loss': '1.81158', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 73, 'loss': '1.87951', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 74, 'loss': '1.79736', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 75, 'loss': '1.94959', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 76, 'loss': '1.74430', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 77, 'loss': '1.84080', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 78, 'loss': '1.74155', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 79, 'loss': '2.05453', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 80, 'loss': '1.97275', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 81, 'loss': '1.62331', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 82, 'loss': '1.77772', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 83, 'loss': '2.05355', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 84, 'loss': '1.90871', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 85, 'loss': '1.72735', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 86, 'loss': '1.92358', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 87, 'loss': '2.23836', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 88, 'loss': '2.26930', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 89, 'loss': '1.87422', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 90, 'loss': '2.11246', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 91, 'loss': '1.68690', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 92, 'loss': '1.65768', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 93, 'loss': '1.73575', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 94, 'loss': '1.78258', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 95, 'loss': '2.01835', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 96, 'loss': '1.69469', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 97, 'loss': '2.18841', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 98, 'loss': '2.04411', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 99, 'loss': '1.91203', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 100, 'loss': '1.71190', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 101, 'loss': '1.89650', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 102, 'loss': '1.49867', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 103, 'loss': '1.86953', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 104, 'loss': '1.49683', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 105, 'loss': '2.14750', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 106, 'loss': '1.80866', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 107, 'loss': '1.27858', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 108, 'loss': '2.09565', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 109, 'loss': '1.82435', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 110, 'loss': '1.95653', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 111, 'loss': '2.11700', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 112, 'loss': '2.06248', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 113, 'loss': '2.18990', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 114, 'loss': '2.21257', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 115, 'loss': '2.03138', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 116, 'loss': '1.89439', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 117, 'loss': '2.28482', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 118, 'loss': '1.84700', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 119, 'loss': '2.14456', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 120, 'loss': '2.01253', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 121, 'loss': '1.98644', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 122, 'loss': '1.77158', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 123, 'loss': '2.07571', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 124, 'loss': '1.99029', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 125, 'loss': '2.18807', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 126, 'loss': '1.69633', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 127, 'loss': '1.99701', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 128, 'loss': '2.20425', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 129, 'loss': '2.09547', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 130, 'loss': '2.06343', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 131, 'loss': '2.06889', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 132, 'loss': '1.95197', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 133, 'loss': '1.96771', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 134, 'loss': '1.78268', 'batch_size': 4, 'lr': 0.00025}
{'epoch': 0, 'iteration': 135, 'loss': '1.92432', 'batch_size': 4, 'lr': 0.00025}
