[34m[1mwandb[39m[22m: [33mWARNING[39m Calling wandb.run.save without any arguments is deprecated.Changes to attributes are automatically persisted.
INFO: Initializing distributed: GLOBAL_RANK: 3, MEMBER: 4/4
INFO:lightning.fabric.utilities.distributed:Initializing distributed: GLOBAL_RANK: 3, MEMBER: 4/4
INFO:timm.models._builder:Loading pretrained weights from Hugging Face hub (timm/eva_large_patch14_336.in22k_ft_in22k_in1k)
INFO:timm.models._hub:[timm/eva_large_patch14_336.in22k_ft_in22k_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
INFO:RS_utils:{'input_size': (3, 336, 336), 'interpolation': 'bicubic', 'mean': (0.48145466, 0.4578275, 0.40821073), 'std': (0.26862954, 0.26130258, 0.27577711), 'crop_pct': 1.0, 'crop_mode': 'squash'}
INFO:RS_utils:Compose(
    Resize(size=(336, 336), interpolation=bicubic, max_size=None, antialias=warn)
    CenterCrop(size=(336, 336))
    ToTensor()
    Normalize(mean=tensor([0.4815, 0.4578, 0.4082]), std=tensor([0.2686, 0.2613, 0.2758]))
)
fabric
INFO:RS_utils:{'epoch': 0, 'iteration': 0, 'progress': 0.0, 'time_remaining': '00:18:22', 'time_total': '00:18:23', 'loss': 1.9951, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 1, 'progress': 0.0, 'time_remaining': '00:04:49', 'time_total': '00:04:51', 'loss': 2.1633, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 2, 'progress': 0.0, 'time_remaining': '00:04:48', 'time_total': '00:04:50', 'loss': 2.5752, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 3, 'progress': 0.0, 'time_remaining': '00:04:47', 'time_total': '00:04:49', 'loss': 1.8822, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 4, 'progress': 0.0, 'time_remaining': '00:04:47', 'time_total': '00:04:49', 'loss': 1.9776, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 5, 'progress': 0.0, 'time_remaining': '00:04:45', 'time_total': '00:04:48', 'loss': 2.274, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 6, 'progress': 0.0, 'time_remaining': '00:04:47', 'time_total': '00:04:50', 'loss': 1.3212, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 7, 'progress': 0.0, 'time_remaining': '00:04:47', 'time_total': '00:04:50', 'loss': 1.0527, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 8, 'progress': 0.0, 'time_remaining': '00:04:47', 'time_total': '00:04:51', 'loss': 1.967, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 9, 'progress': 0.01, 'time_remaining': '00:04:45', 'time_total': '00:04:49', 'loss': 1.8046, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 10, 'progress': 0.01, 'time_remaining': '00:04:44', 'time_total': '00:04:48', 'loss': 1.7039, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 11, 'progress': 0.01, 'time_remaining': '00:04:42', 'time_total': '00:04:47', 'loss': 2.1993, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 12, 'progress': 0.01, 'time_remaining': '00:04:42', 'time_total': '00:04:48', 'loss': 2.2597, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 13, 'progress': 0.01, 'time_remaining': '00:04:42', 'time_total': '00:04:48', 'loss': 1.8623, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 14, 'progress': 0.01, 'time_remaining': '00:04:43', 'time_total': '00:04:49', 'loss': 2.3983, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 15, 'progress': 0.01, 'time_remaining': '00:04:43', 'time_total': '00:04:49', 'loss': 1.5985, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 16, 'progress': 0.01, 'time_remaining': '00:04:42', 'time_total': '00:04:49', 'loss': 1.5026, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 17, 'progress': 0.01, 'time_remaining': '00:04:41', 'time_total': '00:04:48', 'loss': 1.79, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 18, 'progress': 0.02, 'time_remaining': '00:04:42', 'time_total': '00:04:49', 'loss': 1.5913, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 19, 'progress': 0.02, 'time_remaining': '00:04:40', 'time_total': '00:04:48', 'loss': 1.8554, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 20, 'progress': 0.02, 'time_remaining': '00:04:40', 'time_total': '00:04:47', 'loss': 1.5746, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 21, 'progress': 0.02, 'time_remaining': '00:04:40', 'time_total': '00:04:48', 'loss': 1.4517, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 22, 'progress': 0.02, 'time_remaining': '00:04:40', 'time_total': '00:04:49', 'loss': 1.4233, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 23, 'progress': 0.02, 'time_remaining': '00:04:39', 'time_total': '00:04:48', 'loss': 1.8085, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 24, 'progress': 0.02, 'time_remaining': '00:04:38', 'time_total': '00:04:48', 'loss': 1.9157, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 25, 'progress': 0.02, 'time_remaining': '00:04:39', 'time_total': '00:04:48', 'loss': 1.5434, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 26, 'progress': 0.02, 'time_remaining': '00:04:38', 'time_total': '00:04:48', 'loss': 1.439, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 27, 'progress': 0.03, 'time_remaining': '00:04:38', 'time_total': '00:04:48', 'loss': 1.7825, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 28, 'progress': 0.03, 'time_remaining': '00:04:38', 'time_total': '00:04:49', 'loss': 1.7757, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 29, 'progress': 0.03, 'time_remaining': '00:04:39', 'time_total': '00:04:49', 'loss': 1.6431, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 30, 'progress': 0.03, 'time_remaining': '00:04:38', 'time_total': '00:04:49', 'loss': 1.7738, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 31, 'progress': 0.03, 'time_remaining': '00:04:36', 'time_total': '00:04:48', 'loss': 1.6484, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 32, 'progress': 0.03, 'time_remaining': '00:04:36', 'time_total': '00:04:47', 'loss': 1.73, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 33, 'progress': 0.03, 'time_remaining': '00:04:35', 'time_total': '00:04:48', 'loss': 2.0826, 'batch_size': 8, 'lr': 7.8125e-06}
INFO:RS_utils:{'epoch': 0, 'iteration': 34, 'progress': 0.03, 'time_remaining': '00:04:35', 'time_total': '00:04:48', 'loss': 2.1629, 'batch_size': 8, 'lr': 7.8125e-06}
